doi,cluster,phase,note,year,tier,score,S_topo,N_link,direct,sim,nearest_known,generic,openalex
10.1890/07-0140.1,stat,4,ANALYZING OR EXPLAINING BETA DIVERSITY? COMMENT,2008,2,1.507,1.469,2,1,0.084,Whittle 1954,0,https://openalex.org/W2155614687
10.1016/s0006-3207(02)00231-8,stat,4,Breeding bird communities in southern Tunisian oases: the importance of traditional agricultural pra,2002,2,1.507,1.507,2,1,0.073,Caswell 1976,0,https://openalex.org/W2047049314
10.1016/j.agrformet.2012.01.020,lai,4,The Canopy Semi-analytic P And Radiative Transfer (CanSPART) model: Validation using ground based li,2012,2,1.507,1.416,2,1,0.091,Fang 2019 LAI review,0,https://openalex.org/W2026593648
10.1080/01621459.2022.2140053,field,4,Modeling Point Referenced Spatial Count Data: A Poisson Process Approach,2022,2,1.506,1.408,2,1,0.092,Lindgren 2011 SPDE,0,https://openalex.org/W3162037518
10.1093/aob/mcu059,ms,4,Assessing the effects of management on forest growth across France: insights from a new functional–s,2014,2,1.506,1.339,2,1,0.101,Matsuo 2021,0,https://openalex.org/W2137406880
10.1007/978-1-4613-0059-5_16,nlm,4,Effects of Landscape Change on the Physical and Chemical Components of Aquatic Ecosystems,2002,2,1.506,1.377,2,1,0.096,Keitt 2000 spectral NLM,0,https://openalex.org/W978798900
10.1111/j.1461-0248.2006.00927.x,forest,4,Plant reproductive susceptibility to habitat fragmentation: review and synthesis through a meta‐anal,2006,2,1.506,1.506,3,0,0.073,Piper 2018,0,https://openalex.org/W2149427681
10.1126/science.1200807,forest,4,The 2010 Amazon Drought,2011,2,1.505,1.475,2,1,0.083,Tang & Dubayah 2017,0,https://openalex.org/W2011560911
10.1139/x05-158,light,4,Tree growth and mortality after small-group harvesting in New Zealand old-growth Nothofagus forests,2005,2,1.505,1.422,2,1,0.09,Montgomery & Chazdon 2001,0,https://openalex.org/W2116194444
10.1016/s0065-2504(08)60216-0,forest,4,"Fire Frequency Models, Methods and Interpretations**This review is dedicated to the memory of M.L. H",1994,2,1.505,1.505,2,1,0.032,Guttorp & Gneiting 2006,0,https://openalex.org/W6230103
10.1890/04-0481,stat,4,SPATIAL CONSIDERATIONS FOR LINKING WATERSHED LAND COVER TO ECOLOGICAL INDICATORS IN STREAMS,2005,2,1.505,1.452,2,1,0.086,Liu 2018,0,https://openalex.org/W2144356599
10.1126/science.1169640,nlm,4,Competition for Light Causes Plant Biodiversity Loss After Eutrophication,2009,2,1.505,1.088,2,0,0.134,Helbach 2022,0,https://openalex.org/W2094142413
10.2307/1940470,evo,4,Rates of Weed Spread in Spatially Heterogeneous Environments,1993,2,1.505,1.376,3,0,0.096,Runkle 1982,0,https://openalex.org/W2152179336
10.17077/pp2o-2mxi,forest,4,Improving Environmental Simulation Models to Assess Climate Change Impacts,1990,2,1.504,1.375,2,1,0.096,Legendre 1993,0,https://openalex.org/W1600780750
10.1016/s0378-4290(98)00156-7,evo,4,Donald's ideotype and growth redundancy: a game theoretical analysis,1999,2,1.504,1.504,2,1,0.02,Runkle 1982,0,https://openalex.org/W2116539074
10.3390/rs16142571,stat,4,Estimating Brazilian Amazon Canopy Height Using Landsat Reflectance Products in a Random Forest Mode,2024,2,1.504,1.443,2,1,0.087,Fang 2019 LAI review,0,https://openalex.org/W4400648560
10.1007/s13253-012-0086-x,field,4,A Bayesian Approach to Spatial Prediction With Flexible Variogram Models,2012,2,1.504,1.474,2,1,0.083,Guttorp & Gneiting 2006,0,https://openalex.org/W1993297236
10.1111/j.1558-5646.1983.tb05603.x,nlm,4,CONVERGENCE OF ECOLOGICAL PROCESSES BETWEEN INDEPENDENTLY EVOLVED COMPETITIVE DOMINANTS: A TUNICATE‐,1983,2,1.503,1.503,2,1,0.047,Leblanc 2005,0,https://openalex.org/W2332998461
10.1111/j.1365-2745.2007.01211.x,stat,4,"An operational, additive framework for species diversity partitioning and beta‐diversity analysis",2007,2,1.503,1.427,2,1,0.089,Legendre 1993,0,https://openalex.org/W2010818496
10.1016/j.csda.2010.12.002,field,4,Nonstationary covariance modeling for incomplete data: Monte Carlo EM approach,2010,2,1.503,1.503,2,1,0.06,Inoue 2014 bamboo LAI,0,https://openalex.org/W2079032095
10.1109/dsw.2019.8755597,field,4,Bayesian Multiple Hypothesis Testing For Distributed Detection In Sensor Networks,2019,2,1.503,1.397,2,1,0.093,Legendre 1993,0,https://openalex.org/W2939711182
10.1111/j.1461-0248.2009.01294.x,light,4,Prospects for tropical forest biodiversity in a human‐modified world,2009,2,1.503,1.329,2,0,0.102,Fang 2019 LAI review,0,https://openalex.org/W2119884476
10.1177/030913338300700209,forest,4,Postglacial climatic change,1983,2,1.502,1.472,2,1,0.083,Ehbrecht 2021,0,https://openalex.org/W2038876375
10.1016/j.rse.2009.05.019,lai,4,Assessing forest structural and physiological information content of multi-spectral LiDAR waveforms ,2009,2,1.501,1.501,2,1,0.077,Ehbrecht 2021,0,https://openalex.org/W2048017101
10.1007/s13171-021-00246-3,field,4,A Skew-Normal Spatial Simultaneous Autoregressive Model and its Implementation,2021,2,1.501,1.501,2,1,0.028,Hastings 1983,0,https://openalex.org/W3154494326
10.1007/978-3-319-42571-9_10,field,4,Dynamic Spatial Pattern Recognition in Count Data,2016,2,1.501,1.501,2,1,0.064,Bolker & Pacala 1997,0,https://openalex.org/W2528862168
,ms,4,PART OF A SPECIAL ISSUE ON FUNCTIONAL -STRUCTURAL PLANT MODELLING Assessing the effects of managemen,2014,2,1.501,1.334,2,1,0.101,Matsuo 2021,0,https://openalex.org/W2187281755
10.1007/bf00129240,nlm,4,Temporal and spatial changes in an area of the New Jersey Pine Barrens landscape,1994,2,1.501,1.501,2,1,0.073,Keitt 2000 spectral NLM,0,https://openalex.org/W2015506683
10.1371/journal.pone.0153977,stat,4,Geomorphology Drives Amphibian Beta Diversity in Atlantic Forest Lowlands of Southeastern Brazil,2016,2,1.501,1.433,2,1,0.088,Ehbrecht 2021,0,https://openalex.org/W2350372588
10.48550/arxiv.1611.08719,field,4,Space and circular time log Gaussian Cox processes with application to crime event data,2016,2,1.501,1.463,2,1,0.084,Lindgren 2011 SPDE,0,https://openalex.org/W2557242903
10.1109/jstars.2016.2541169,lai,4,Assimilation of LAI and Dry Biomass Data From Optical and SAR Images Into an Agro-Meteorological Mod,2016,2,1.5,1.424,2,1,0.089,Demarez 2008,0,https://openalex.org/W2318242042
10.1023/a:1020561923488,light,4,Environmentally induced clonal reproduction and life history traits of the liana Machaerium cuspidat,2002,2,1.499,1.499,2,1,0.044,Stephenson 2005,0,https://openalex.org/W252898692
10.1016/s0006-3207(96)00069-9,forest,4,Modeling for ecosystem management in Minnesota pine forests,1997,2,1.499,1.499,2,1,0.04,Ehbrecht 2021,0,https://openalex.org/W2141731740
10.1111/j.1654-109x.2001.tb00229.x,stat,4,"Predictability of early stages of primary succession in post‐mining landscapes of Lower Lusatia, Ger",2001,2,1.499,1.423,2,1,0.089,Matsuo 2021,0,https://openalex.org/W2079340484
10.1111/(issn)1095-8312,nlm,4,Biological Journal of the Linnean Society,2017,2,1.499,1.499,2,0,0.055,Caswell 1976,0,https://openalex.org/W4242039672
10.1038/328420a0,light,4,Floristic diversity in a model system using experimental microcosms,1987,2,1.499,1.401,2,0,0.092,Zhu 2016,0,https://openalex.org/W1999396695
10.1016/0034-4257(90)90037-m,lai,4,On the information content of soil reflectance spectra,1990,2,1.498,1.498,2,1,0.053,Helbach 2022,0,https://openalex.org/W2156629552
10.1109/tgrs.2011.2168962,lai,4,Retrieval of Vegetation Biophysical Parameters Using Gaussian Process Techniques,2011,2,1.498,1.498,2,1,0.062,Wood & Chan 1994,0,https://openalex.org/W2167881994
10.1111/j.1442-9993.2010.02217.x,light,4,Performance and fate of tree seedlings on and around nests of the leaf-cutting ant Atta cephalotes: ,2010,2,1.498,1.346,2,1,0.099,Nicotra 1999,0,https://openalex.org/W1947880646
,forest,4,Revisiting the R* theory: preemption enables multispecies coexistence on a single resource,2019,2,1.498,1.498,2,1,0.065,Hirose 2005,0,https://openalex.org/W2969660225
10.14393/ufu.di.2002.2,forest,4,Comparação entre os estratos arbóreo e de regeneração na mata de galeria da Estação Ecológica do Pan,2002,2,1.498,1.498,2,1,0.0,,0,https://openalex.org/W3139366454
10.1214/23-ejs2170,field,4,Asymptotic analysis of ML-covariance parameter estimators based on covariance approximations,2023,2,1.498,1.377,2,1,0.095,Zhang 2004,0,https://openalex.org/W4388656461
10.1214/aos/1035844977,field,4,What is a statistical model?,2002,2,1.497,1.474,2,1,0.082,Pacala 1996 SORTIE,0,https://openalex.org/W2049954094
10.1093/forestry/cpr058,light,4,A gap-based approach for regenerating pine species and reducing surface fuels in multi-aged mixed co,2011,2,1.497,1.383,2,1,0.094,Nicotra 1999,0,https://openalex.org/W2117492715
10.1007/978-1-4684-2646-5_1,evo,4,Plant Apparency and Chemical Defense,1976,2,1.497,1.497,2,0,0.066,Helbach 2022,0,https://openalex.org/W1488054175
10.1007/978-3-642-58001-7_17,evo,4,Biodiversity and Function of Grazing Ecosystems,1994,2,1.497,1.497,2,0,0.077,Ehbrecht 2021,0,https://openalex.org/W143615597
10.1038/nature23886,evo,4,Biodiversity effects in the wild are common and as strong as key drivers of productivity,2017,2,1.497,1.497,2,0,0.067,Stephenson 2005,0,https://openalex.org/W2753632495
10.1098/rspb.2000.1234,evo,4,Predicting extinction risk in declining species,2000,2,1.497,1.497,2,0,0.065,Canham 1994,0,https://openalex.org/W2064475635
10.1016/s0169-5347(98)01529-8,evo,4,The evolution of mutualisms: exploring the paths between conflict and cooperation,1999,2,1.497,1.497,2,0,0.053,Guttorp & Gneiting 2006,0,https://openalex.org/W2149884362
10.1890/0012-9615(1998)068[0001:tcoctt]2.0.co;2,evo,4,THE CONSEQUENCES OF CHANGING THE TOP PREDATOR IN A FOOD WEB: A COMPARATIVE EXPERIMENTAL APPROACH,1998,2,1.497,1.497,2,0,0.058,Stephenson 2005,0,https://openalex.org/W2097223579
10.1086/282641,evo,4,The Community Matrix and the Number of Species in a Community,1970,2,1.497,1.497,2,0,0.079,Bolker & Pacala 1999,0,https://openalex.org/W1998894440
10.1017/cbo9780511618581.004,nlm,4,Landscape pattern analysis: key issues and challenges,2007,2,1.496,1.496,2,1,0.07,Gardner 1987 NLM,0,https://openalex.org/W2154762541
10.1111/1365-2745.12804,evo,4,Functional traits of tropical trees and lianas explain spatial structure across multiple scales,2017,2,1.496,1.367,2,1,0.096,Bolker & Pacala 1999,0,https://openalex.org/W2610742082
10.1002/sim.70399,field,4,Marginally Interpretable Spatial Logistic Regression With Bridge Processes,2026,2,1.496,1.337,2,1,0.1,Lindgren 2011 SPDE,0,https://openalex.org/W7128058416
10.1111/j.1461-0248.2007.01018.x,forest,4,Pollination and other ecosystem services produced by mobile organisms: a conceptual framework for th,2007,2,1.496,1.496,3,0,0.061,Helbach 2022,0,https://openalex.org/W2101779884
10.1016/j.foreco.2013.04.029,forest,4,"Diversifying the composition and structure of managed, late-successional forests with harvest gaps: ",2013,2,1.495,1.427,2,1,0.088,Runkle 1982,0,https://openalex.org/W2033854233
10.1002/0470871296,evo,4,Spatial Ecology via Reaction‐Diffusion Equations,2004,2,1.495,1.495,2,0,0.074,Lindgren 2011 SPDE,0,https://openalex.org/W2019962486
10.1016/0040-5809(81)90023-x,evo,4,Models for spatially distributed populations: The effect of within-patch variability,1981,2,1.495,1.495,3,0,0.031,Tang & Dubayah 2017,0,https://openalex.org/W1981707597
10.1007/bf00354032,field,4,Variations de champs gaussiens stationnaires: application a l'identification,1987,2,1.494,1.494,2,1,0.042,Hastings 1983,0,https://openalex.org/W2011097035
10.1007/978-1-4612-2856-1_40,field,4,Inference for Spatial Time Series,1992,2,1.494,1.494,2,1,0.059,Hastings 1983,0,https://openalex.org/W37379375
10.1016/j.ecosta.2018.03.001,field,4,On accepting the edge-effect (for the inference of ARMA-type processes in Z 2 ),2018,2,1.494,1.494,2,1,0.039,Whittle 1955 corrigenda,0,https://openalex.org/W2795164560
10.1109/isit.2008.4595256,field,4,"Information, energy and density for Ad Hoc sensor networks over correlated random fields: Large devi",2008,2,1.494,1.494,2,1,0.053,Lindgren 2011 SPDE,0,https://openalex.org/W2090022135
10.1002/cjs.11508,field,4,On Bartlett correction of empirical likelihood for regularly spaced spatial data,2019,2,1.494,1.494,2,1,0.073,Legendre 1993,0,https://openalex.org/W2950252186
10.2307/1941448,nlm,4,Diffusion in Fractcal Landscapes: Simulations and Experimental Studies of Tenebrionid Beetle Movemen,1992,2,1.494,1.494,2,1,0.04,Gardner 1987 NLM,0,https://openalex.org/W2168600815
10.1111/j.2041-210x.2012.00193.x,evo,4,"Modelling dispersal: an eco‐evolutionary framework incorporating emigration, movement, settlement be",2012,2,1.494,1.441,2,1,0.086,Hastings 1983,0,https://openalex.org/W1871178261
10.1111/aec.12873,stat,4,Environmental drivers of the metacommunity structure of insects on the surface of tropical streams o,2020,2,1.494,1.494,2,1,0.079,Tang & Dubayah 2017,0,https://openalex.org/W3008335926
10.1093/biomet/asq067,field,4,Bayesian geostatistical modelling with informative sampling locations,2011,2,1.494,1.494,2,1,0.074,Wood & Chan 1994,0,https://openalex.org/W2114882275
10.1016/j.csda.2006.11.019,field,4,Multilevel modeling using spatial processes: Application to the Singapore housing market,2006,2,1.494,1.494,2,1,0.048,Fang 2019 LAI review,0,https://openalex.org/W2059757885
10.11606/d.11.2012.tde-20022013-161254,field,4,Avaliação de modelos geoestatísticos multivariados,2012,2,1.494,1.494,2,1,0.0,,0,https://openalex.org/W1540636399
10.48550/arxiv.2112.12317,field,4,Asymptotic analysis of ML-covariance parameter estimators based on covariance approximations,2021,2,1.494,1.373,2,1,0.095,Zhang 2004,0,https://openalex.org/W4286744951
10.1007/s00024-018-1774-4,nlm,4,Influence of Landscape Coverage on Measuring Spatial and Length Properties of Rock Fracture Networks,2018,2,1.493,1.493,2,1,0.062,Dietrich & Newsam 1997,0,https://openalex.org/W2783650173
,nlm,4,Assessment and Prediction of the Effects of Highways on Population Ecological and Genetic Properties,2005,2,1.493,1.493,2,1,0.049,Denslow 1987,0,https://openalex.org/W2162506008
10.1111/j.1365-294x.2010.04717.x,stat,4,Perspectives on the use of landscape genetics to detect genetic adaptive variation in the field,2010,2,1.493,1.463,2,1,0.083,Caswell 1976,0,https://openalex.org/W2120543819
10.1890/0012-9615(2001)071[0469:lhreos]2.0.co;2,stat,4,"LINEAR HOME RANGES: EFFECTS OF SMOOTHING, SAMPLE SIZE, AND AUTOCORRELATION ON KERNEL ESTIMATES",2001,2,1.493,1.463,2,1,0.083,Zhang 2004,0,https://openalex.org/W2130758326
10.1016/j.actao.2015.01.004,stat,4,Plant community assembly at small scales: Spatial vs. environmental factors in a European grassland,2015,2,1.493,1.44,2,1,0.086,Liu 2018,0,https://openalex.org/W1973343794
10.1016/s0378-1127(96)03945-x,stat,4,"Forest roadside sampling of larvae and adults of the western hemlock looper, Lambdina fiscellaria lu",1997,2,1.493,1.493,2,1,0.043,Canham 1990,0,https://openalex.org/W2007655797
10.1034/j.1600-0706.2002.11824.x,nlm,4,How does landscape structure influence landscape connectivity?,2002,2,1.492,1.492,2,1,0.072,Keitt 2000 spectral NLM,0,https://openalex.org/W2117133425
10.1080/02723646.1999.10642671,forest,4,PATTERNS OF ICE ACCUMULATION AND FOREST DISTURBANCE DURING TWO ICE STORMS IN SOUTHWESTERN VIRGINIA,1999,2,1.492,1.356,2,1,0.097,Runkle 1982,0,https://openalex.org/W2561533227
10.7717/peerj.2551,stat,4,"Environmental and spatial drivers of taxonomic, functional, and phylogenetic characteristics of bat ",2016,2,1.492,1.378,2,1,0.094,Caswell 1976,0,https://openalex.org/W2531739292
10.1515/mammalia-2020-0149,stat,4,Spatial variation of small mammal communities in northwestern Argentina,2021,2,1.492,1.424,2,1,0.088,Helbach 2022,0,https://openalex.org/W3183837010
10.1007/s00211-013-0546-4,field,4,Further analysis of multilevel Monte Carlo methods for elliptic PDEs with random coefficients,2013,2,1.492,1.492,2,1,0.051,Inoue 2014 bamboo LAI,0,https://openalex.org/W2079884585
10.1111/jbi.12130,nlm,4,Rethinking patch size and isolation effects: the habitat amount hypothesis,2013,2,1.492,1.401,2,0,0.091,Helbach 2022,0,https://openalex.org/W1989758149
10.1038/nature15539,forest,4,Death from drought in tropical forests is triggered by hydraulics not carbon starvation,2015,2,1.492,1.492,2,0,0.052,Piper 2018,0,https://openalex.org/W2179892239
10.1007/978-94-009-1521-3_9,forest,4,Effects of hurricanes on wildlife: implications and strategies for management,1996,2,1.491,1.491,2,1,0.051,Bolker & Pacala 1999,0,https://openalex.org/W40993662
10.1111/j.1469-8137.1996.tb01921.x,stat,4,Habitat differentiation in a narrow hybrid zone between diploid and tetraploid Anthoxanthum alpinum,1996,2,1.49,1.49,2,1,0.052,Hamilton & May 1977,0,https://openalex.org/W2169390806
10.1046/j.1365-2656.1998.00231.x,stat,4,Winter herbivory by voles during a population peak: the relative importance of local factors and lan,1998,2,1.49,1.49,2,1,0.066,Piper 2018,0,https://openalex.org/W2049146445
10.1641/0006-3568(2002)052[0143:pcaudf]2.0.co;2,forest,4,Proximate Causes and Underlying Driving Forces of Tropical Deforestation,2002,2,1.49,1.407,2,0,0.09,Ehbrecht 2021,0,https://openalex.org/W1918072595
10.1007/978-3-642-79755-2,nlm,4,Biodiversity and Ecosystem Processes in Tropical Forests,1996,2,1.49,1.005,2,0,0.143,Ehbrecht 2021,0,https://openalex.org/W1557540656
10.1017/cbo9780511754821.003,nlm,4,Landscape connectivity: a return to the basics,2006,2,1.489,1.406,2,1,0.09,Helbach 2022,0,https://openalex.org/W1506661058
,forest,4,Habitat niche partitioning by 16 species of Myristicaceae in,2007,2,1.489,1.421,2,1,0.088,Helbach 2022,0,https://openalex.org/W2442956104
10.2307/622202,field,4,The Moving Average Model for Spatial Interaction,1978,2,1.488,1.382,2,1,0.093,Legendre 1993,0,https://openalex.org/W2029008154
10.1016/s0378-1127(98)00543-x,forest,4,Forest structure in space: a case study of an old growth spruce-fir forest in Changbaishan Natural R,1999,2,1.488,1.465,2,1,0.082,Runkle 1982,0,https://openalex.org/W2142250005
10.1016/j.jcp.2018.05.046,field,4,A multigrid multilevel Monte Carlo method for transport in the Darcy–Stokes system,2018,2,1.488,1.488,2,1,0.038,Inoue 2014 bamboo LAI,0,https://openalex.org/W2806829026
,forest,4,"Tropical Forest Census Plots: Methods and Results from Barro Colorado Island, Panama and a Compariso",1998,2,1.488,1.473,2,0,0.081,Leblanc 2005,0,https://openalex.org/W600630852
10.1016/j.rse.2006.02.017,forest,4,Evaluation of MODIS NPP and GPP products across multiple biomes,2006,2,1.488,1.48,2,0,0.08,Ehbrecht 2021,0,https://openalex.org/W2118102799
10.2307/1312122,forest,4,The Keystone-Species Concept in Ecology and Conservation,1993,2,1.488,1.488,3,0,0.023,Botkin 1972 JABOWA,0,https://openalex.org/W2090688544
10.1080/13416979.2023.2257464,stat,4,Importance of large-diameter conifer snags for saproxylic beetle (Cerambycidae) assemblages in old-g,2023,2,1.487,1.442,2,1,0.085,Liu 2018,0,https://openalex.org/W4386998706
10.1007/s00442-008-1079-x,evo,4,Small-scale coexistence of two mouse lemur species (Microcebus berthae and M. murinus) within a homo,2008,2,1.487,1.487,2,1,0.046,Montgomery & Chazdon 2001,0,https://openalex.org/W2172270679
10.1051/ps/2018023,field,4,"Optimal compromise between incompatible conditional probability distributions, with application to O",2018,2,1.487,1.487,2,1,0.052,Lindgren 2011 SPDE,0,https://openalex.org/W2900836946
10.1201/9780203497784.ch4,forest,4,Incorporating disturbance into forest restoration,2004,2,1.486,1.456,2,1,0.083,Runkle 1982,0,https://openalex.org/W2486595644
10.1007/s00442-010-1867-y,stat,4,Modelling the effect of directional spatial ecological processes at different scales,2010,2,1.486,1.41,2,1,0.089,Whittle 1955 corrigenda,0,https://openalex.org/W2145815707
,field,4,Bayesian Analysis of Spatial Point Patterns,2014,2,1.486,1.425,2,1,0.087,Hastings 1983,0,https://openalex.org/W2115634688
10.1007/978-1-4612-5950-3_23,forest,4,Fire and Succession in the Conifer Forests of Northern North America,1981,2,1.486,1.122,2,0,0.127,Runkle 1982,0,https://openalex.org/W1574672967
10.1023/a:1007974800297,nlm,4,(no title),1997,2,1.485,1.485,2,1,0.0,,0,https://openalex.org/W1514991877
10.1016/s0764-4469(98)80058-9,nlm,4,Changements de la structure du paysage et richesse spécifique des fragments forestiers dans le sud-e,1998,2,1.485,1.485,2,1,0.057,Valladares 2006,0,https://openalex.org/W1967500566
10.1017/cbo9781107323506.018,forest,4,Detecting and projecting changes in forest biomass from plot data,2014,2,1.485,1.485,2,1,0.078,Stephenson 2005,0,https://openalex.org/W2136648048
10.1007/bf00132858,evo,4,The elements of connectivity where corridor quality is variable,1990,2,1.485,1.485,2,1,0.03,Legendre 1993,0,https://openalex.org/W2118610365
10.1017/s0266467407004737,stat,4,Patterns of community composition in two tropical tree frog assemblages: separating spatial structur,2008,2,1.485,1.379,2,1,0.093,Liu 2018,0,https://openalex.org/W2024992880
10.5334/dsj-2020-026,stat,4,Research Data Management as an Integral Part of the Research Process of Empirical Disciplines Using ,2020,2,1.485,1.485,2,1,0.043,Keitt 2000 spectral NLM,0,https://openalex.org/W3036651651
10.1016/j.agrformet.2018.02.010,lai,4,Mapping forest canopy nitrogen content by inversion of coupled leaf-canopy radiative transfer models,2018,2,1.485,1.485,2,1,0.058,Hirose 2005,0,https://openalex.org/W2790650655
10.1016/s0378-1127(99)00118-8,forest,4,A quantitative technique for the identification of canopy stratification in tropical and temperate f,2000,2,1.485,1.258,2,0,0.109,Liu 2018,0,https://openalex.org/W2003971389
10.1198/108571106x96871,field,4,Using the truncated auto-Poisson model for spatially correlated counts of vegetation,2006,2,1.484,1.484,2,1,0.024,Fang 2019 LAI review,0,https://openalex.org/W1982599756
10.1002/ece3.9860,forest,4,Rethinking the nature of intraspecific variability and its consequences on species coexistence,2023,2,1.484,1.416,2,1,0.088,Helbach 2022,0,https://openalex.org/W4323542832
10.1007/978-1-4612-1224-9_26,forest,4,Ecosystem Modeling,2000,2,1.484,1.484,2,1,0.069,Fang 2019 LAI review,0,https://openalex.org/W4256359982
10.1007/s13595-019-0858-3,forest,4,Monitoring disturbance intervals in forests: a case study of increasing forest disturbance in Minnes,2019,2,1.484,1.34,2,1,0.098,Runkle 1982,0,https://openalex.org/W2964957808
10.1111/j.1526-100x.2007.00204.x,forest,4,Influence of Invasive Tree Kill Rates on Native and Invasive Plant Establishment in a Hawaiian Fores,2007,2,1.484,1.484,2,1,0.079,Nicotra 1999,0,https://openalex.org/W2034770121
10.1007/s10265-009-0307-8,forest,4,Establishment of the evergreen broad-leaved tree species Castanopsis cuspidata in an abandoned secon,2010,2,1.484,1.476,2,1,0.08,Zhu 2016,0,https://openalex.org/W2034727864
10.1016/j.spasta.2012.05.001,field,4,Kernel averaged predictors for spatio-temporal regression models,2012,2,1.484,1.484,2,1,0.018,Valladares 2006,0,https://openalex.org/W1976228462
10.1137/130935367,field,4,Model Calibration via Deformation,2014,2,1.484,1.484,2,1,0.071,Botkin 1972 JABOWA,0,https://openalex.org/W1963650625
10.1111/j.0006-341x.2002.00129.x,field,4,On Estimation and Prediction for Spatial Generalized Linear Mixed Models,2002,2,1.483,1.483,2,1,0.076,Zhang 2004,0,https://openalex.org/W2151799505
10.1111/j.0033-0124.1984.00338.x,field,4,A STATISTICAL APPROACH TO THE PROBLEM OF MISSING SPATIAL DATA USING A FIRST-ORDER MARKOV MODEL,1984,2,1.483,1.46,2,1,0.082,Legendre 1993,0,https://openalex.org/W2144983685
10.1023/a:1020378822847,forest,4,Tree regeneration responses in a lowland Nothofagus-dominated forest after bamboo dieback in South-C,2002,2,1.483,1.475,2,1,0.08,Inoue 2014 bamboo LAI,0,https://openalex.org/W121823839
10.1300/j091v06n03_02,forest,4,A Large Gap Formation in a Beech Forest on Mt. Garyu in Southwestern Japan by Typhoon 9119,1997,2,1.483,1.483,2,1,0.055,Runkle 1982,0,https://openalex.org/W2043888302
10.1111/j.1541-0420.2006.00588_3.x,nlm,4,Spatial Analysis: A Guide for Ecologists,2006,2,1.483,1.483,3,0,0.052,Hastings 1983,0,https://openalex.org/W2073135062
10.1890/1051-0761(2002)012[0346:eohfot]2.0.co;2,nlm,4,EFFECT OF HABITAT FRAGMENTATION ON THE EXTINCTION THRESHOLD: A SYNTHESIS*,2002,2,1.483,1.392,2,0,0.091,Hamilton & May 1977,0,https://openalex.org/W1968121043
10.1016/s0034-4257(97)00139-9,lai,4,Ecological Research Needs from Multiangle Remote Sensing Data,1998,2,1.482,1.399,2,1,0.09,Fang 2019 LAI review,0,https://openalex.org/W2040423177
10.48550/arxiv.1703.06804,field,4,A continuous spatio-temporal approach to estimate climate change,2017,2,1.482,1.474,2,1,0.08,Ehbrecht 2021,0,https://openalex.org/W2609268251
10.1007/s00267-001-0051-x,nlm,4,The Euler Number as an Index of Spatial Integrity of Landscapes: Evaluation and Proposed Improvement,2002,2,1.481,1.481,2,1,0.07,Keitt 2000 spectral NLM,0,https://openalex.org/W1992578663
10.1139/x03-197,light,4,Dynamics of Norway spruce and silver fir natural regeneration in a mixed stand under uneven-aged man,2004,2,1.481,1.337,2,1,0.098,Montgomery & Chazdon 2001,0,https://openalex.org/W1987878199
10.1023/a:1008183331604,forest,4,(no title),2000,2,1.481,1.481,2,1,0.0,,0,https://openalex.org/W2137362567
10.1007/bf00045549,forest,4,"Community structure of a species-rich temperate forest, Ogawa Forest Reserve, central Japan",1992,2,1.481,1.413,2,1,0.088,Liu 2018,0,https://openalex.org/W1996904663
,field,4,Spatial Modeling and Prediction of County-Level Employment Growth Data,2008,2,1.481,1.39,2,1,0.091,Zhang 2004,0,https://openalex.org/W2189005974
10.1086/282533,nlm,4,Alternate Derivations of a Species-Abundance Relation,1968,2,1.48,1.48,2,1,0.023,Caswell 1976,0,https://openalex.org/W1967539523
10.1016/j.foreco.2021.119699,light,4,Effects of variable-density thinning on non-native understory plants in coniferous forests of the Pa,2021,2,1.48,1.465,2,1,0.081,Helbach 2022,0,https://openalex.org/W3201775344
10.1007/bf03030255,light,4,Comparison of the initial demographies of pine and oak populations in rural pine forests in Korea an,1998,2,1.48,1.48,2,1,0.071,Leblanc 2005,0,https://openalex.org/W2066681429
10.1002/ece3.5437,nlm,4,The effects of individual nonheritable variation on fitness estimation and coexistence,2019,2,1.48,1.404,2,1,0.089,Hastings 1983,0,https://openalex.org/W2964975666
10.1016/j.tpb.2009.05.005,evo,4,The evolution of juvenile-adult interactions in populations structured in age and space,2009,2,1.48,1.48,2,1,0.049,Caswell 1976,0,https://openalex.org/W1976306440
10.1016/j.tpb.2005.07.003,evo,4,Pair statistics clarify percolation properties of spatially explicit simulations,2005,2,1.48,1.48,2,1,0.071,Guttorp & Gneiting 2006,0,https://openalex.org/W2162148158
10.1111/sjos.12722,field,4,On maximizing the likelihood function of general geostatistical models,2024,2,1.48,1.48,2,1,0.068,Dietrich & Newsam 1997,0,https://openalex.org/W4396700593
10.1016/0378-1127(95)03607-5,forest,4,"Abundance, growth and mortality of very large trees in neotropical lowland rain forest",1996,2,1.48,1.351,2,0,0.096,Denslow 1987,0,https://openalex.org/W2066316425
10.1007/978-3-642-18970-8,nlm,4,Alpine Plant Life,2003,2,1.48,1.48,3,0,0.039,Helbach 2022,0,https://openalex.org/W4233539062
10.7818/ecos.2014.23-3.05,evo,4,Why and how the mating system and dispersal mechanisms are correlated,2014,2,1.479,1.418,2,1,0.087,Hamilton & May 1977,0,https://openalex.org/W1950920298
,evo,4,An introduction to population genetics theory,1970,2,1.479,0.949,2,0,0.149,Caswell 1976,0,https://openalex.org/W2062594085
